Sample_Name	Library_ID	Lane	Colour_Chemistry	SeqType	Organism	Strandedness	UDG_Treatment	R1	R2	BAM	R1_target_file	R2_target_file
CGG105334	CGG105334_CGG105334	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG105334_CGG105334_L1_R1.fastq.gz	NA	NA	ERR14752294.fastq.gz	NA
CGG021499	CGG021499_CGG021499	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG021499_CGG021499_L1_R1.fastq.gz	NA	NA	ERR14752080.fastq.gz	NA
CGG105340	CGG105340_CGG105340	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG105340_CGG105340_L1_R1.fastq.gz	NA	NA	ERR14752297.fastq.gz	NA
CGG021507	CGG021507_CGG021507	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG021507_CGG021507_L1_R1.fastq.gz	NA	NA	ERR14752085.fastq.gz	NA
CGG105602_CGG105603	CGG105602_CGG105603_CGG105602_CGG105603	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG105602_CGG105603_CGG105602_CGG105603_L1_R1.fastq.gz	NA	NA	ERR14752305.fastq.gz	NA
CGG021738	CGG021738_CGG021738	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG021738_CGG021738_L1_R1.fastq.gz	NA	NA	ERR14752089.fastq.gz	NA
CGG105604_CGG105605_CGG105614_CGG105615	CGG105604_CGG105605_CGG105614_CGG105615_CGG105604_CGG105605_CGG105614_CGG105615	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG105604_CGG105605_CGG105614_CGG105615_CGG105604_CGG105605_CGG105614_CGG105615_L1_R1.fastq.gz	NA	NA	ERR14752306.fastq.gz	NA
CGG021779	CGG021779_CGG021779	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG021779_CGG021779_L1_R1.fastq.gz	NA	NA	ERR14752091.fastq.gz	NA
CGG021846	CGG021846_CGG021846	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG021846_CGG021846_L1_R1.fastq.gz	NA	NA	ERR14752093.fastq.gz	NA
CGG021890	CGG021890_CGG021890	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG021890_CGG021890_L1_R1.fastq.gz	NA	NA	ERR14752094.fastq.gz	NA
CGG021898	CGG021898_CGG021898	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG021898_CGG021898_L1_R1.fastq.gz	NA	NA	ERR14752097.fastq.gz	NA
